customer_id,first_name,last_name,email,phone_number,date_of_birth,address,city,state,zip_code,country,registration_date,customer_segment,kyc_status,is_active,annual_income,occupation,nationality
C0000630,Eric,Davis,jeanking@example.net,581-592-0487x70676,1949-04-18,99865 Michael River,East Matthewside,TN,38490,USA,2025-11-04,Premium,Verified,True,190330.04,Architect,Falkland Islands (Malvinas)
C0000631,Nicole,Cook,jill83@example.net,+1-625-867-2620,1944-04-05,92543 Mclaughlin Common Suite 282,East Molly,AL,99457,USA,2024-06-14,Retail,Verified,True,15580.38,Retired,Martinique
C0000632,Michael,Flynn,tjackson@example.com,(486)439-4201,1952-11-02,1499 Brooke Turnpike,New Jacquelinechester,MO,22814,USA,2025-11-19,Premium,Pending,True,247144.93,Financial Analyst,Armenia
C0000633,Robert,Smith,maria09@example.com,(532)517-4003x91019,1949-07-04,89222 Huff Course Apt. 936,Lake Brandontown,NC,19318,USA,2025-12-17,Retail,Verified,True,33556.84,Nurse,Libyan Arab Jamahiriya
C0000634,Benjamin,Ross,rrodriguez@example.net,(507)962-6438x50095,1985-03-18,46176 Meredith Spring,East Tonyaborough,WY,54288,USA,2024-06-27,Business,Verified,True,190707.31,Company Secretary,American Samoa
C0000635,Sharon,Williamson,jennifer64@example.org,416.954.4137,1984-02-10,685 Tapia Terrace Apt. 634,Hectorton,GU,36866,USA,2025-10-27,Retail,Verified,True,21893.56,Retail Worker,Sudan
C0000636,Thomas,Garrison,huntscott@example.org,999.693.2420x2483,1945-02-01,1723 Reed Tunnel Suite 386,Shanetown,GA,47547,USA,2025-03-31,Retail,Failed,True,15876.12,Administrative Assistant,Sierra Leone
C0000637,Mike,Perez,robertbradley@example.com,001-572-738-6410x095,1976-11-02,4216 Young Tunnel Apt. 093,Fergusonview,TX,56513,USA,2024-03-18,Retail,Verified,True,54807.66,Driver,Gambia
C0000638,Meghan,Reid,carterstanley@example.net,643-870-6618x756,1973-08-14,63681 Hopkins Square Apt. 858,North Edwardfort,UT,22381,USA,2024-06-19,Retail,Verified,True,37671.49,Sales Associate,Algeria
C0000639,Zachary,Cook,jsantos@example.com,5435566050,1993-03-29,6983 Anthony Orchard Suite 306,Haynesville,OH,18279,USA,2024-10-11,Retail,Verified,True,19053.76,Sales Associate,Saint Pierre and Miquelon
C0000640,Robert,Barron,ppruitt@example.com,001-219-808-7886x53859,1952-11-03,96342 Archer Burg Suite 504,East Maria,UT,60192,USA,2024-04-01,Retail,Verified,True,19005.06,Retired,Estonia
C0000641,Melissa,Henderson,gardnerrichard@example.net,906.563.2016x290,1984-06-13,919 Tracy Points,South Jacqueline,FM,27249,USA,2024-12-28,Retail,Verified,True,30702.75,Student,Kyrgyz Republic
C0000642,Stephen,Rocha,fergusonlynn@example.com,+1-342-569-4203x983,1946-07-07,9014 Hampton Ridge Suite 706,North Christina,GU,71097,USA,2025-11-13,Retail,Verified,True,83659.54,Nurse,Comoros
C0000643,Micheal,Davies,susannelson@example.net,843.602.1781x67806,1940-06-30,158 Dakota Run,Nicoleshire,PW,95228,USA,2024-08-08,Premium,Verified,True,84477.9,Architect,United Arab Emirates
C0000644,Destiny,Davis,gonzalezshane@example.org,270-592-6407,1998-03-13,808 Shawn Locks,New Gabriel,MT,72625,USA,2024-09-27,Retail,Verified,True,17127.29,Driver,Pakistan
C0000645,Kaylee,Whitaker,karen00@example.com,(388)395-9274,1999-07-28,069 Jennifer Lights Apt. 276,Andersonside,AZ,70019,USA,2024-07-26,Retail,Verified,True,32116.61,Teacher,Tajikistan
C0000646,John,Wilson,reidlinda@example.com,644.743.5962,1941-07-02,12042 Martin Wells Suite 369,New Christopherberg,IN,60601,USA,2025-07-19,Retail,Verified,True,31686.25,Sales Associate,Egypt
C0000647,Ian,Blankenship,tsullivan@example.org,796.470.2436,1940-12-20,55364 Holly Via Suite 540,Port Ricardo,UT,36149,USA,2026-03-03,Retail,Verified,True,9429.11,Retired,Mayotte
C0000648,David,Sawyer,pbolton@example.net,(946)862-3236x066,1950-05-10,125 Bradley Oval Apt. 204,New Alice,HI,22230,USA,2025-09-30,Premium,Verified,True,95551.73,Physician,Mongolia
C0000649,David,Reyes,djones@example.net,001-462-535-6999,1982-07-18,8768 Mckinney Mission,West Sabrina,NE,02120,USA,2025-04-12,Retail,Verified,False,32355.29,Administrative Assistant,British Virgin Islands
C0000650,Jonathan,Thompson,paula31@example.com,298.239.1226,1957-03-04,44076 Mary Stream,Port Kevinbury,PR,04925,USA,2025-03-17,Premium,Verified,True,149900.02,Software Engineer,Saint Martin
C0000651,Anne,Robinson,smithzachary@example.net,652.487.2099x8656,2004-01-16,0592 April Fort,Marietown,OK,64002,USA,2025-10-24,Retail,Verified,True,91535.12,Teacher,Japan
C0000652,Sherri,Garcia,angelica96@example.org,001-980-756-8201,1981-10-11,079 Ortiz Pine,Armstrongfort,FL,99813,USA,2025-03-27,Premium,Verified,True,194063.17,Software Engineer,Thailand
C0000653,Adam,Wright,travis12@example.com,213.979.5610,1997-12-21,3217 Brown Manor Apt. 920,Lake Matthew,RI,98046,USA,2024-04-20,Premium,Verified,True,84007.96,Software Engineer,Nauru
C0000654,Zachary,Lee,twilliams@example.net,(644)947-4890,1953-11-08,78623 Downs Avenue Suite 651,Port Thomaston,PW,90686,USA,2025-07-09,Retail,Verified,True,20883.97,Nurse,Benin
C0000655,Heather,Woodward,michellewatkins@example.org,756-734-0918x580,1973-04-02,157 Nelson Union,Caldwellbury,PA,87848,USA,2024-06-30,Retail,Expired,False,131489.19,Administrative Assistant,Uruguay
C0000656,Brandon,Vasquez,ssmith@example.org,001-230-545-4184,1967-06-21,18039 Long Estates,East Willieside,OH,52843,USA,2025-03-08,Retail,Pending,True,37406.85,Administrative Assistant,Niue
C0000657,Heather,Smith,aferguson@example.org,(752)895-1646x9333,2006-07-06,03974 Horn Parkway,Port Kaylachester,NM,06080,USA,2026-02-24,Retail,Verified,True,36569.31,Nurse,Saint Helena
C0000658,Cassie,Webb,carlsonblake@example.net,001-819-891-8431x132,2006-01-10,58485 Matthew Union,Allenville,DE,78357,USA,2025-09-18,Retail,Verified,True,35880.08,Teacher,Antigua and Barbuda
C0000659,Virginia,Lindsey,dwayneedwards@example.net,307.974.5447x0823,1960-06-14,6199 Daniel Ports,Robertfort,AS,51289,USA,2025-09-26,Business,Failed,True,314414.61,Business Owner,Bulgaria
C0000660,Rick,Wright,xlivingston@example.org,9269184025,1999-10-03,68605 Phillip Canyon,Fosterchester,MP,01597,USA,2025-07-30,Retail,Verified,True,33786.61,Student,Aruba
C0000661,Jessica,Eaton,hollandroy@example.org,+1-589-210-3909x120,1949-02-26,2094 Moore Flats,Shermanshire,NH,91742,USA,2025-07-23,Retail,Verified,True,27259.82,Retail Worker,Djibouti
C0000662,Daniel,Banks,tanyawilliams@example.net,001-486-202-7574x544,1998-09-17,8944 Perez Course Apt. 808,Lake Amyfurt,MI,82978,USA,2025-06-28,Retail,Verified,False,27627.6,Driver,Marshall Islands
C0000663,Justin,Combs,kathleen66@example.org,(795)821-7970,1954-09-29,36162 Weaver Burgs Suite 047,Port Robert,PW,53729,USA,2024-01-25,Retail,Verified,True,35725.62,Nurse,Bulgaria
C0000664,Michael,Gamble,william01@example.com,701.873.1671,1953-10-01,8790 Anderson Glens,Charlesbury,OR,43282,USA,2025-04-22,Retail,Verified,False,27675.08,Sales Associate,Kenya
C0000665,Joseph,Mckinney,jessica53@example.org,+1-857-690-5719x18986,1978-12-16,365 Mcclure Plaza Apt. 359,Bakerside,NH,52403,USA,2026-04-29,Retail,Verified,True,25427.26,Retired,Zimbabwe
C0000666,Nicholas,Harrison,tarachaney@example.net,771.884.3019x2209,1940-10-30,33297 Kristi Dale Apt. 964,Billside,PW,17982,USA,2025-05-15,Retail,Verified,True,38300.38,Driver,Dominican Republic
C0000667,Frank,Foster,lbennett@example.net,(742)477-3923,1992-04-15,32091 Barker Alley,South Christinabury,WV,23463,USA,2026-03-12,Retail,Verified,True,31968.66,Driver,Fiji
C0000668,Devon,Nixon,mkeller@example.net,929.707.5515x45260,1960-04-27,991 Andrea Forges Apt. 006,Traciborough,TX,20781,USA,2024-10-13,Retail,Verified,True,77033.56,Retail Worker,Singapore
C0000669,Ryan,Garrett,robinvasquez@example.com,933.216.8066x470,1991-12-20,503 Salinas Isle,Gavinhaven,WY,40377,USA,2024-07-29,Retail,Verified,True,9648.09,Retail Worker,Norfolk Island
C0000670,Christopher,Holloway,tmoody@example.net,4278406758,1959-12-08,2590 Greer Bridge Apt. 363,Cynthiafurt,FM,34890,USA,2025-10-01,Premium,Verified,True,190023.71,Business Owner,Saint Lucia
C0000671,Justin,West,brooke93@example.org,239.797.9849x14986,1945-03-11,49326 Phillips Crossroad Apt. 394,Garciaville,GA,94689,USA,2026-05-01,Premium,Verified,True,208490.99,Physician,Myanmar
C0000672,Sarah,Ferguson,guerrerorenee@example.com,+1-448-453-4001x276,1988-04-05,847 Thompson Route,West Raymond,NH,98349,USA,2026-02-21,Retail,Verified,True,12878.38,Driver,Qatar
C0000673,Caleb,Palmer,reginaanderson@example.com,687.705.8416x80613,1973-10-27,7998 Myers Terrace Suite 867,Ashleyfurt,ID,89403,USA,2026-04-21,Retail,Verified,True,30596.97,Nurse,Dominican Republic
C0000674,Adam,Oliver,zmoore@example.org,4802926166,2006-06-10,5557 Tapia Isle,Wadehaven,MO,42768,USA,2025-05-24,Retail,Verified,True,30160.23,Teacher,Sao Tome and Principe
C0000675,Michael,Snyder,esparzageorge@example.com,(240)700-6875x86824,1991-12-27,6545 Eric Glens,Jordanhaven,OR,80667,USA,2026-01-03,Retail,Verified,True,17966.14,Driver,Venezuela
C0000676,Adam,Solis,jamesrussell@example.net,(608)635-7017x03630,1960-07-05,86020 Simon Plains,North Tonya,WI,36936,USA,2024-04-17,Retail,Expired,True,24614.52,Student,Croatia
C0000677,Elizabeth,Smith,mlittle@example.com,+1-779-872-4528x413,1958-09-03,045 Steven Knoll Suite 748,New Marcbury,OK,33428,USA,2024-01-30,Retail,Verified,True,20841.72,Administrative Assistant,Tuvalu
C0000678,Breanna,Burton,taylortoni@example.org,(494)742-0315,1963-04-12,073 Hernandez Forks Apt. 977,Mitchellchester,NH,48024,USA,2025-07-21,Retail,Verified,True,87215.31,Warehouse Worker,Zimbabwe
C0000679,Daniel,Parker,rrojas@example.net,001-323-808-8295x8684,2004-11-30,32605 Moran Throughway,Gabrielchester,MP,63489,USA,2025-03-30,Retail,Verified,True,57979.18,Warehouse Worker,Vanuatu
C0000680,Jason,Sweeney,alee@example.com,(629)431-5181x7882,1975-07-02,5946 Sarah Drives Apt. 272,Lake Thomas,NV,82378,USA,2026-02-19,Business,Expired,True,742103.56,Operations Manager,Yemen
C0000681,Anthony,Hernandez,jeremyshelton@example.net,6069548708,1979-10-12,541 Fisher Island Suite 398,Port Natalieside,ND,82331,USA,2024-03-02,Premium,Verified,True,152207.99,Physician,Tajikistan
C0000682,Kaitlyn,Ford,gomezcalvin@example.com,+1-508-694-5896x268,1971-02-24,3802 Gina Locks Apt. 239,Maldonadoburgh,DE,83285,USA,2024-02-13,Retail,Verified,True,20650.07,Retail Worker,Norfolk Island
C0000683,Matthew,Davis,mooreashley@example.net,961.482.0706x69010,1998-03-09,2982 Tran Fort,West Rebecca,NY,87369,USA,2025-11-09,Premium,Verified,True,72062.41,Consultant,Panama
C0000684,Catherine,Gibson,sanchezleslie@example.com,957.989.6833x5570,1961-01-12,123 Marcus Junctions,Lake Meganmouth,NV,89121,USA,2024-02-20,Business,Verified,True,396923.82,Managing Partner,Guinea-Bissau
C0000685,Dawn,Warren,zacharypage@example.com,904-258-8311x414,1949-01-01,35036 Wilson Road,Fuentesside,PA,10285,USA,2024-02-28,Retail,Failed,True,19711.08,Warehouse Worker,Myanmar
C0000686,Samuel,Salas,jmedina@example.org,+1-544-856-8446x7940,1983-11-02,0163 Christie Neck Apt. 783,West Brandifort,MN,59877,USA,2024-09-05,Retail,Pending,True,51870.17,Administrative Assistant,Netherlands Antilles
C0000687,Jacqueline,Thomas,ghall@example.com,+1-630-429-1585,2002-04-15,24165 Andrea Road,Amandashire,NE,51496,USA,2024-02-07,Retail,Verified,True,32203.72,Retail Worker,Yemen
C0000688,Renee,Evans,tbradford@example.com,(821)359-5841x7491,1972-02-10,50221 Richard Plaza Apt. 413,Maryfort,MS,92126,USA,2024-03-31,Retail,Verified,True,30109.31,Retired,Romania
C0000689,Jonathan,Hart,scochran@example.org,001-229-828-6433x0265,1980-07-25,83667 Martinez Summit,Fritzchester,NE,10719,USA,2024-01-03,Business,Expired,True,473907.76,Business Owner,Burundi
C0000690,Lawrence,Long,joshuashepherd@example.org,(322)534-9980,2008-03-26,8367 Williamson Brook Apt. 779,West Edwardport,KY,53402,USA,2024-07-05,Retail,Failed,True,45348.47,Warehouse Worker,Falkland Islands (Malvinas)
C0000691,Anthony,Martin,kimberlybell@example.com,465-864-2601x8637,1960-05-08,99569 Kelly Trace,Lake Ian,TX,57998,USA,2025-08-06,Retail,Pending,True,30318.61,Nurse,Thailand
C0000692,Jose,Davis,johnsonsara@example.net,402-555-1344x48672,2000-04-19,7331 Buckley Harbor,Simonland,MN,90499,USA,2026-01-19,Retail,Verified,True,64839.15,Student,French Guiana
C0000693,Maria,Hernandez,wilsonheather@example.net,788.679.5312x040,1979-11-06,7661 Brett Pines,Wayneton,CT,95277,USA,2026-04-12,Retail,Verified,True,21151.55,Driver,Lesotho
C0000694,John,Collins,nguyenshawna@example.com,367.986.2107,2006-01-11,96856 Anderson Trace,Combschester,SD,72317,USA,2024-01-04,Retail,Verified,True,49412.95,Student,Cambodia
C0000695,Ronald,Lane,johnstokes@example.org,(842)730-6002x302,1999-02-19,052 Keith Court Apt. 420,Ortizton,CT,41793,USA,2024-04-27,Premium,Verified,True,140907.76,Architect,Equatorial Guinea
C0000696,Joanna,Knight,davismichelle@example.com,238.722.2240,1962-02-13,222 Nathan Dam,North Susanton,PR,10400,USA,2024-06-25,Retail,Failed,True,31108.2,Nurse,Senegal
C0000697,Jonathan,Parker,barbaralee@example.net,(652)786-1323,1954-07-01,452 Kevin Parkway Suite 449,Pattersontown,HI,35065,USA,2026-03-06,Retail,Verified,True,42747.52,Student,Jersey
C0000698,James,Thompson,blairbrandy@example.com,467.973.4985,1969-07-31,6152 Holden Lodge,Lisashire,PR,09195,USA,2025-02-19,Retail,Verified,True,19427.47,Retired,Libyan Arab Jamahiriya
C0000699,Phyllis,Horne,kristin80@example.net,(964)614-7533x69524,1992-05-09,5353 Martinez Roads Suite 324,Lake Kari,MS,65231,USA,2024-08-22,Retail,Verified,True,57642.39,Driver,French Southern Territories
C0000700,Matthew,Miller,sboyer@example.com,783.854.3468,1947-05-22,906 Phillip Plain,West Ariana,OR,84244,USA,2025-01-02,Premium,Verified,True,88349.76,Financial Analyst,Nicaragua
C0000701,Karen,Blake,perrymichael@example.org,+1-981-416-8371x03073,1981-10-06,72014 Olsen Plaza Apt. 826,Audreyville,DC,16555,USA,2025-03-19,Retail,Pending,True,27963.03,Sales Associate,Indonesia
C0000702,James,Tate,usanders@example.net,929-426-4563x391,1993-09-11,36948 Victoria Creek Apt. 664,Davischester,NV,88612,USA,2024-02-09,Business,Verified,True,621075.16,Business Owner,Isle of Man
C0000703,Pamela,Walker,jeffrey10@example.org,(212)359-0163x9949,1986-10-07,34437 Whitaker Shoals,Lake Joshua,WY,13659,USA,2025-03-13,Retail,Expired,True,25535.58,Student,Aruba
C0000704,Anna,Robles,christopher01@example.com,393.201.4811x6049,1996-07-15,2028 Castaneda Crest,Moonton,WA,09984,USA,2024-03-02,Premium,Verified,True,42400.83,Physician,Egypt
C0000705,Drew,Blevins,jonathanwoodard@example.com,384-920-3531x6079,1960-03-25,86015 Garcia Squares,Port Tylerborough,FM,18226,USA,2024-05-31,Retail,Pending,True,16675.33,Teacher,Myanmar
C0000706,Kyle,Abbott,davieskevin@example.com,+1-402-988-1411x28745,1986-10-05,367 Henry Hill,Lopezland,IA,73129,USA,2024-05-03,Retail,Verified,True,49168.33,Sales Associate,Argentina
C0000707,Dana,Turner,sandovalnicholas@example.net,723-221-5401x3153,2002-10-30,626 Richard Glen Suite 525,Port Diana,WA,41380,USA,2024-04-26,Premium,Verified,True,45786.4,Physician,Afghanistan
C0000708,Cynthia,Campbell,villasteven@example.net,+1-594-288-5669x489,1949-10-25,1956 Bailey Shore,Clarkstad,WI,66674,USA,2025-04-05,Retail,Verified,True,87325.44,Teacher,Turks and Caicos Islands
C0000709,Melissa,Lopez,bryantpeter@example.org,001-356-550-4607x00144,1950-04-10,8624 Kristin Passage,Stricklandville,FM,01175,USA,2024-01-06,Business,Verified,True,50739.32,Director,Northern Mariana Islands
C0000710,Lisa,Ortiz,chambersvanessa@example.org,428.420.7623x8115,2007-01-30,82228 Justin Plain,Thomasberg,NC,25746,USA,2025-07-10,Retail,Pending,True,84815.04,Nurse,New Caledonia
C0000711,Caitlin,Johnson,christopher84@example.com,+1-913-451-1350x535,1980-07-31,892 Latasha Mews,Davidstad,NM,73445,USA,2024-03-04,Retail,Verified,True,40356.54,Student,Netherlands Antilles
C0000712,Steven,Allen,sarasmith@example.org,7414945341,1992-01-09,447 Marsh Heights,New Benjamin,CO,84591,USA,2026-03-03,Premium,Verified,True,93150.54,Investment Manager,Peru
C0000713,Sara,Walker,wwalker@example.com,+1-503-978-9121,1978-02-28,69905 Tran Key Suite 599,Heiditown,ND,36972,USA,2024-10-16,Retail,Verified,True,27654.41,Retail Worker,Morocco
C0000714,Jill,Flowers,dknight@example.net,852-989-8606x1065,2001-04-02,74570 Raymond Divide,Perrybury,MT,87517,USA,2024-04-17,Retail,Verified,True,44336.7,Sales Associate,French Southern Territories
C0000715,Rachel,Brown,jeffrey08@example.com,676.699.2964,1980-05-10,2508 Leonard Garden Apt. 423,Williamton,KY,10988,USA,2025-12-06,Retail,Verified,True,35638.53,Retired,Russian Federation
C0000716,Kyle,Cortez,john69@example.org,485-657-4906x27960,1948-12-08,7033 Diane River,Emmaport,MI,24262,USA,2024-12-11,Retail,Verified,True,63047.96,Sales Associate,Thailand
C0000717,Marco,Medina,aliciaperez@example.com,9294662991,1945-12-24,4292 Anthony Corners,Marshallburgh,MH,16127,USA,2025-07-11,Retail,Verified,True,38449.99,Warehouse Worker,Poland
C0000718,Brittany,Yoder,emunoz@example.org,(732)250-3139x2804,1956-09-28,06190 Barbara Row,East Nathaniel,IN,64648,USA,2026-01-26,Premium,Expired,True,108031.82,Business Owner,Belize
C0000719,Bryan,Brown,whitebonnie@example.com,(616)222-5647x18559,1981-06-11,923 Justin Tunnel Suite 323,South Debramouth,NH,70555,USA,2024-04-27,Retail,Verified,True,30278.52,Warehouse Worker,Finland
C0000720,Nicholas,Alexander,mary70@example.net,994-853-9117,1962-12-02,650 Thompson Mountains Suite 120,New Christopher,UT,85436,USA,2025-05-13,Retail,Verified,True,35296.08,Sales Associate,Lesotho
C0000721,Brian,Bates,moorejohn@example.net,567-787-0676,1977-08-12,23718 Willis Cliffs,South Lori,NC,94933,USA,2025-03-17,Retail,Pending,True,42357.5,Retired,Oman
C0000722,Michael,Walker,smiller@example.org,+1-443-500-0375x398,1975-03-31,24659 James Fords,South Kari,ND,94034,USA,2025-02-04,Retail,Verified,False,15443.07,Driver,Bosnia and Herzegovina
C0000723,Donna,Harris,kgutierrez@example.org,638-420-1140x65266,1973-10-07,3512 White Harbors Suite 533,Clementsstad,TX,51914,USA,2025-05-02,Retail,Verified,True,18507.05,Teacher,Venezuela
C0000724,Paul,Harrison,cgreen@example.net,496-722-4945x1046,1991-06-29,9296 Reyes Isle,East Lorettaton,VI,55774,USA,2024-07-15,Premium,Failed,True,154192.71,Investment Manager,Sao Tome and Principe
C0000725,Nancy,Dawson,carlahall@example.com,001-309-679-3442x129,1970-10-19,502 Kristin Highway Suite 780,Reneefort,VA,74849,USA,2025-12-21,Retail,Pending,True,39554.42,Driver,Togo
C0000726,Derrick,Wilson,helen07@example.org,439.582.1478,2000-01-21,2094 Brown Locks,Rossmouth,AL,52330,USA,2024-11-02,Retail,Verified,True,33123.83,Administrative Assistant,Ireland
C0000727,Jeffrey,Taylor,hgonzalez@example.org,(820)608-4842,1983-03-30,36796 Stacey Pass,Lake Amber,MO,65875,USA,2024-05-13,Business,Verified,True,272323.82,Director,Qatar
C0000728,Patrick,Christian,catherine46@example.net,(508)456-4901,1954-06-09,519 Neil Views Apt. 115,Peterfort,MI,70047,USA,2024-04-03,Retail,Verified,False,43208.43,Retired,Mauritius
C0000729,Brandon,Lynn,mitchelldanielle@example.org,504-331-5668x5135,2000-02-04,374 Flores Parkways Apt. 309,North Sandrahaven,MD,50496,USA,2025-03-13,Retail,Verified,True,27725.84,Teacher,Kiribati
C0000730,Tony,Ochoa,barry90@example.org,716.898.8371x611,1947-11-05,611 Serrano Lights Suite 598,Lake James,MT,09108,USA,2026-01-10,Retail,Verified,True,24608.51,Teacher,Trinidad and Tobago
C0000731,Jennifer,Hancock,tara83@example.com,945.481.9565,1943-03-14,53399 Justin Loaf Suite 217,Rogerston,CA,89802,USA,2025-05-28,Retail,Verified,True,40051.55,Administrative Assistant,Mauritius
C0000732,Joseph,Coleman,njacobs@example.org,001-530-628-5327x27669,1995-10-12,50252 Harding Meadow Apt. 308,Meyerstown,ND,74465,USA,2026-01-03,Premium,Failed,True,54883.96,Business Owner,Brunei Darussalam
C0000733,Jennifer,Smith,ocannon@example.net,001-427-977-7118x425,2000-08-26,09007 Dwayne Causeway Apt. 423,Emilyfort,IL,89342,USA,2024-03-21,Retail,Verified,True,44539.26,Driver,Guernsey
C0000734,Donna,Allison,gduke@example.net,001-861-899-7165x965,1990-08-22,4099 Warren Freeway Apt. 440,New Jenniferberg,GA,37404,USA,2024-08-03,Premium,Pending,True,35541.27,Physician,Peru
